msa_name,industry_title,distance,COI_gain,ici,eci,h_light_ici,h_light_coi
"South Bend-Mishawaka, IN-MI",Fruit and tree nut farming,0.41688878845736993,0.6491984333866796,-1.395928563510458,0.29309379415521575,0,1
"South Bend-Mishawaka, IN-MI",Forest nursery and gathering forest products,0.0404887855623683,-3.088354671477525,3.254984644559672,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Fishing,0.2368185636768209,-0.6649273455595832,1.1412632962700355,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Hunting and trapping,0.3579284774582997,-0.8395124994717236,1.753840825271205,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Support activities for crop production,0.2821650365578598,0.8217578374626981,-1.2247115754259443,0.29309379415521575,0,1
"South Bend-Mishawaka, IN-MI",Oil and gas extraction,0.35017114516683606,0.3726233726977455,-0.5041494729842521,0.29309379415521575,0,1
"South Bend-Mishawaka, IN-MI",Support activities for mining,0.30063768394019424,0.4836368931804671,-0.7123322963426715,0.29309379415521575,0,1
"South Bend-Mishawaka, IN-MI",Natural gas distribution,0.42048547631348765,-0.1138123304021903,0.5077056237489516,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Tobacco manufacturing,0.08846517150161205,0.4488110972815278,-0.48858779820103854,0.29309379415521575,0,1
"South Bend-Mishawaka, IN-MI","Fiber, yarn, and thread mills",0.11659813987310944,-0.48887095047604134,0.6428981560044583,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Fabric mills,0.2607617858785538,-0.22969815643372016,0.4875242202674357,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Textile and fabric finishing mills,0.27877180781261013,-0.7900603017005565,1.5292879558833843,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Textile furnishings mills,0.5369715710739812,-0.4770785145654486,1.6033606403173957,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Apparel knitting mills,0.07169328246088585,-4.278936018272269,4.728420820092319,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Cut and sew apparel manufacturing,0.41511033367820516,-0.28872090838126496,0.9529595296169586,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Accessories and other apparel manufacturing,0.1432225553679454,-0.9458927027181332,1.2886979063860056,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Leather and hide tanning and finishing,0.17902627064697213,-2.009596059327073,2.652464372219047,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Footwear manufacturing,0.14704447489492606,-2.4975919368746133,3.192870709797485,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Other leather product manufacturing,0.438384873833694,-0.48063211452497256,1.36486543947122,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI","Pulp, paper, and paperboard mills",0.28403563719093056,-0.6677467153999928,1.2828086869698438,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI","Resin, rubber, and artificial fibers mfg.",0.4261874368394787,-0.148327455194611,0.4711417796457316,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Pharmaceutical and medicine manufacturing,0.4805773253871349,0,0.707145342334984,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI","Paint, coating, and adhesive manufacturing",0.5680617715316093,-0.16691032730650335,0.6694862226522721,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI","Soap, cleaning compound, and toiletry mfg.",0.996229985489685,0,1.0157996655740675,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Rubber product manufacturing,0.5262800844269512,-0.2529554295746905,0.893503279910544,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Clay product and refractory manufacturing,0.6354873169825376,-0.21211357514385298,1.342208774949824,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Glass and glass product manufacturing,0.699192626574004,-0.06848738262767284,0.9902189744954146,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Lime and gypsum product manufacturing,0.18787821370909547,-1.532170237196702,2.163167643976296,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Iron and steel mills and ferroalloy mfg.,0.3341940566967932,-0.5612999328247597,1.1878870791422977,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Steel product mfg. from purchased steel,0.4216865833564965,-0.47465119907454323,1.222098185798401,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Alumina and aluminum production,0.3418890667335861,0,1.144910232343602,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Other nonferrous metal production,0.5871571124314544,-0.2395266838589265,1.225616908958147,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Cutlery and handtool manufacturing,0.82400652263717,0.06226518903094558,1.0425806814817296,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Hardware manufacturing,0.5015745872678182,-0.7280654870271874,2.2331772997774344,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",HVAC and commercial refrigeration equipment,0.5505340871780187,-0.2002473943873042,0.7818408855107166,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Turbine and power transmission equipment mfg.,0.3332938970108226,-0.19363878775968857,0.527002906738206,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Computer and peripheral equipment mfg.,0.28414406640137824,-0.4479445521489822,0.936801898453022,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Communications equipment manufacturing,0.7134704244730289,-0.04658602431916137,0.8256630841424708,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Audio and video equipment manufacturing,0.45975247581727574,-0.672158777929809,1.859908747723632,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Electronic instrument manufacturing,0.471262081576811,-0.16508678471905114,0.47682675243594635,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Magnetic media manufacturing and reproducing,0.6254525050010585,-0.4638475327497176,1.8950597302183554,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Electric lighting equipment manufacturing,0.5552041461809649,-0.5631099035908775,2.1593244263262616,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Household appliance manufacturing,0.46259573060303993,-0.8691410777974369,2.017425850702835,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Electrical equipment manufacturing,0.5950904918177116,-0.16158242642384124,0.7872172939096029,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Other electrical equipment and component mfg.,0.5412955730887903,-0.2646690240473717,1.0909593354340306,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Motor vehicle manufacturing,0.2887557462475452,-1.2505765796041999,2.044050654109474,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Railroad rolling stock manufacturing,0.7916633744963125,-0.08204995795403391,1.6474105337054534,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Other transportation equipment manufacturing,0.43239336302967163,-0.4391453796198235,1.2495529798712448,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Office furniture and fixtures manufacturing,0.5513114371622688,-0.18575395706859865,0.8438215276081396,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Other furniture related product manufacturing,0.5433532287851771,-0.5087527590529035,1.8715608429904822,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Apparel and piece goods merchant wholesalers,0.8414576471394206,0.08082599415209302,0.8984610761936561,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Scheduled air transportation,0.4792077377108214,-0.7184764412235509,2.226393434625056,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Nonscheduled air transportation,0.43554254962249245,-0.3929623903967894,1.1613851650704903,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Rail transportation,0.11553019291029844,-3.3788523110238913,3.887698550129992,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI","Sea, coastal, and Great Lakes transportation",0.6805888531489463,-0.06201481899417871,0.8869440616639027,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Inland water transportation,0.2621343993454307,-0.12416337632863872,0.41596605318859825,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Urban transit systems,0.33065833908505304,-0.951285692529261,1.9614335847599962,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Interurban and rural bus transportation,0.36979134888626436,-0.7523861115293045,1.6929507041063907,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Pipeline transportation of crude oil,0.1146751642913705,0.48565149821183695,-0.5109966521523938,0.29309379415521575,0,1
"South Bend-Mishawaka, IN-MI",Other pipeline transportation,1.5498821683919946,1.183743372363537,1.703834090822422,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI","Scenic and sightseeing transportation, land",0.29022416031768106,-0.3711139758340636,0.8273497240078327,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI","Scenic and sightseeing transportation, other",0.16528078508576946,-2.126809949529708,2.76554942198719,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Freight transportation arrangement,0.5533185897557774,-0.15774164564455617,0.6829717016297479,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Other support activities for transportation,0.6950122415508762,-0.09534250844225767,1.2957600199760801,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Postal service,0.25634389577506544,-0.141027103027902,0.4098073631443713,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Motion picture and video industries,0.5866486568364724,-0.25113488252267757,1.3028455410585038,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Sound recording industries,0.3034136801996084,-0.6906350210148275,1.4391902827420802,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Cable and other subscription programming,1.2759457569610175,0.6262391995542274,1.4164059336009613,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Satellite telecommunications,0.39486732689299264,-0.9356348766661569,2.1342406161659246,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Other telecommunications,0.40747635101694907,-0.1042631215304155,0.523565053213485,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Monetary authorities - central bank,0.2554654001716535,-0.5332983656896246,0.7964257851444544,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Securities and commodity exchanges,0.2221708647453938,-1.5500621852665546,2.1792066527961933,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Insurance and employee benefit funds,0.3515952038021519,-0.46212334569553803,0.954451797892208,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Other investment pools and funds,0.4378780879049284,-0.29003377784374607,1.038002688017181,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Lessors of nonfinancial intangible assets,0.5788830092540597,-0.13405792441715647,0.8325459841192492,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Junior colleges,0.5341398532516913,-0.23182233210397385,0.9731807989838811,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Psychiatric and substance abuse hospitals,0.513025125695545,-0.4908450095498367,1.769966271133162,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Other hospitals,0.4325785329205974,-0.3962577321567693,1.1849646374673355,0.29309379415521575,1,0
"South Bend-Mishawaka, IN-MI",Agents and managers for public figures,0.2007273122843013,-0.9269334503565787,1.475562803105754,0.29309379415521575,1,0
